country,year,education,fdi,gdp_growth,gdp_pc,log_gdp_pc,industry,inflation,trade,unemployment,urban,palma_ratio,va_score,cc_score,ge_score
PAK,2008,29.1768093109131,2.68936656124595,2.1204410433083,1258.05188934452,7.137319683901401,21.1955484525846,20.2861210929554,34.3489608135242,0.423,34.4460387735948,3.861730597680642,39.97,26.84,35.92
PAK,2009,29.0589694976807,1.24801305527951,3.47255059567348,1269.07432116444,7.146043032716872,20.3372467582902,13.6477650639761,33.3268872863988,0.535,34.6280259603331,3.747156605424322,40.47,24.0,36.2
PAK,2010,29.2962900661933,1.02791108080423,1.50171752152883,1256.69482201323,7.136240396308027,20.9650197800876,12.9388705634889,31.9890020462315,0.653,34.8159187475539,3.792035398230088,41.52,23.52,36.23
PAK,2011,29.7271460529531,0.575055145839944,2.68011685421705,1261.83161907857,7.1403196103313915,21.1864809532945,11.9160927116277,32.3626382751438,0.796,35.0113675889897,3.787905346187555,39.94,23.15,35.29
PAK,2012,30.6300201416016,0.343453048660945,3.02758391088629,1275.48806898966,7.151084183551179,21.9583720724829,9.68235186055684,31.3189732760076,3.667,35.2160229383731,3.724498692240628,40.09,22.65,38.7
PAK,2013,31.544819132504,0.515353849332245,4.36686504978387,1309.70080446386,7.177553996570383,20.8910295084645,7.69215611899565,30.8902743401844,2.954,35.4315352494366,3.6496539792387543,40.53,25.0,38.51
PAK,2014,32.6573427323505,0.695308116834202,4.11642817161422,1343.30778121043,7.2028903446602675,20.8659912298838,7.18938402847028,29.4698256903998,1.827,35.6595549759128,3.8079295154185018,41.6,27.52,38.08
PAK,2015,34.6741466548496,0.557734356032139,4.21794209572506,1380.47020838317,7.230179450828166,19.602614668814,2.52932817254229,26.6881860172247,3.566,35.9017325715342,3.9234875444839856,42.27,28.0,39.47
PAK,2016,35.8643246680809,0.821349998064174,6.57383828511043,1452.18658269177,7.280825687605688,18.1501179723214,3.7651191635658,24.7015780480573,2.285,36.1597184900333,3.836411609498681,42.43,28.16,41.03
PAK,2017,35.3224248744451,0.735837049658425,4.43262590683975,1495.26187528032,7.310056637896352,18.0993270885214,4.08537368032608,25.472035002344,3.204,36.4351548223399,3.7672188317349606,42.52,28.93,43.15
PAK,2018,37.1466063259079,0.487745750658143,6.15170261099519,1561.68169819559,7.3535185312701,18.5890515927482,5.07805725868917,27.6260570796337,4.083,36.7478511550359,3.700086430423509,42.33,28.34,41.48
PAK,2019,38.7511552822907,0.696146480411465,2.49763692943365,1573.8330826937,7.36126937678076,19.5638945814483,10.5780305672025,28.9055769867032,4.83,37.1091631735769,3.700086430423509,41.03,28.19,41.68
PAK,2020,40.4177656413012,0.684695289874347,-1.27408744338709,1526.00597486307,7.330409127212275,18.5894635445816,9.74011619320125,26.7162807328814,5.994,37.5080192948099,3.700086430423509,41.57,28.89,39.38
PAK,2021,40.2578898404389,0.616039439073827,6.51388575852702,1595.02792175422,7.374646520867739,18.8964082009484,9.49641577285205,27.0304204125548,6.338,37.9333395514173,3.700086430423509,40.73,29.51,41.29
PAK,2022,40.4177656413012,0.389980753542853,4.7781068690358,1642.28066974826,7.403841207042412,20.4125955543613,19.8738599646655,33.031353478032,5.291,38.3740439760816,3.700086430423509,39.87,28.71,38.08
PAK,2023,42.2911451386891,0.608281270820624,-0.414935997088406,1610.33122837537,7.384195168728769,20.718694602313,30.7681280657005,28.4676925469837,5.237,38.8191861872791,3.700086430423509,38.91,26.68,38.54
PAK,2024,48.2805022055997,0.7166886452434,3.04898287335465,1634.56735260799,7.399133432172423,20.2457551236068,12.6325318530452,27.5784683520695,5.492,39.1734368360905,3.700086430423509,36.44,26.28,39.67
